name	source	about	first_release	types	paradigms	website
haskell	https://en.wikipedia.org/wiki/Haskell_(programming_language)	Haskell /ˈhæskəl/[27] is a general-purpose, statically typed, purely functional programming language with type inference and lazy evaluation.[28][29] Developed to be suitable for teaching, research and industrial application, Haskell has pioneered a number of advanced programming language features such as type classes, which enable type-safe operator overloading. Haskell's main implementation is the Glasgow Haskell Compiler (GHC). It is named after logician Haskell Curry.[1]	1990	['Inferred', 'static', 'strong']	['Purely functional']	https://www.haskell.org/
haxe	https://en.wikipedia.org/wiki/Haxe	Haxe is an open source[2] high-level cross-platform programming language and compiler that can produce applications and source code, for many different computing platforms from one code-base. It is free and open-source software, released under the MIT License. The compiler, written in OCaml, is released under the GNU General Public License (GPL) version 2.	2005	['Static', 'dynamic', 'nominal']	['Multi-paradigm']	http://haxe.org/
hermes	https://en.wikipedia.org/wiki/Hermes_(programming_language)	Hermes[1] [2] is a language for distributed programming[3] that was developed at IBM's Thomas J. Watson Research Center from 1986 through 1992, with an open-source compiler and run-time system.[4] Hermes' primary features included:[5]				
high level assembly	https://en.wikipedia.org/wiki/High_Level_Assembly	High Level Assembly (HLA) is a high-level assembly language developed by Randall Hyde. It allows the use of higher-level language constructs to aid both beginners and advanced assembly developers. It fully supports advanced data types and object-oriented programming. It uses a syntax loosely based on several high-level programming languages (HLLs), such as Pascal, Ada, Modula-2, and C++, to allow creating readable assembly language programs, and to allow HLL programmers to learn HLA as fast as possible.				http://plantation-productions.com/Webster
hlsl	https://en.wikipedia.org/wiki/High_Level_Shader_Language	The High-Level Shader Language[1] or High-Level Shading Language[2] (HLSL) is a proprietary shading language developed by Microsoft for the Direct3D 9 API to augment the shader assembly language, and went on to become the required shading language for the unified shader model of Direct3D 10 and higher.				
hollywood	https://en.wikipedia.org/wiki/Hollywood_(programming_language)	Hollywood is a commercially distributed programming language developed by Andreas Falkenhahn (Airsoft Softwair) which mainly focuses on the creation of multimedia-oriented applications. Hollywood is available for AmigaOS, MorphOS, WarpOS, AROS, Windows, macOS, Linux, Android, and iOS. Hollywood has an inbuilt cross compiler that can automatically save executables for all platforms supported by the software. The generated executables are completely stand-alone and do not have any external dependencies, so they can also be started from a USB flash drive. An optional add-on also allows users to compile projects into APK files.[1]	2002			http://www.hollywood-mal.com/
holyc	https://en.wikipedia.org/wiki/TempleOS	TempleOS (formerly J Operating System, LoseThos, and SparrowOS) is a biblical-themed lightweight operating system designed to be the Third Temple prophesied in the Bible. It was created by American programmer Terry A. Davis, who developed it alone over the course of a decade after a series of manic episodes that he later described as a revelation from God.	2005			http://templeos.org/
hop	https://en.wikipedia.org/wiki/Hop_(software)	Hop is a Lisp-like programming language by Manuel Serrano for web 2.0 and also the name of the web broker (server and proxy) that implements this language. It is written in Bigloo Scheme. It is a project funded by INRIA.	2006		['multi-paradigm']	http://hop.inria.fr/
hopscotch	https://en.wikipedia.org/wiki/Hopscotch_(programming_language)	Hopscotch is a visual programming language developed by Hopscotch Technologies, designed to allow young or beginner programmers to develop simple projects. Its simple UI allows its users to drag and drop blocks to create scripts that can be played when activated. Although the language is easy to use for simple programming, it lacks the power to be used for more complex programs. The use of the language is through an iPad or iPhone supporting Hopscotch.[1]				
hope	https://en.wikipedia.org/wiki/Hope_(programming_language)	Hope is a small functional programming language developed in the 1970s at the University of Edinburgh.[1][2] It predates Miranda and Haskell and is contemporaneous with ML, also developed at the University. Hope was derived from NPL,[3] a simple functional language developed by Rod Burstall and John Darlington in their work on program transformation.[4] NPL and Hope are notable for being the first languages with call-by-pattern evaluation and algebraic data types.[5]				
hugo	https://en.wikipedia.org/wiki/Hugo_(programming_language)	"Interactive fiction, often abbreviated IF, is software simulating environments in which players use text commands to control characters and influence the environment. Works in this form can be understood as literary narratives, either in the form of interactive narratives or interactive narrations. These works can also be understood as a form of video game,[1] either in the form of an adventure game or role-playing game. In common usage, the term refers to text adventures, a type of adventure game where the entire interface can be ""text-only"",[2] however, graphical text adventures still fall under the text adventure category if the main way to interact with the game is by typing text. Some users of the term distinguish between interactive fiction, known as ""Puzzle-free"", that focuses on narrative, and ""text adventures"" that focus on puzzles."				
hume	https://en.wikipedia.org/wiki/Hume_(language)	Hume is a functionally based programming language developed at the University of St Andrews and Heriot-Watt University in Scotland since the year 2000. The language name is both an acronym meaning 'Higher-order Unified Meta-Environment' and an honorific to the 18th Century philosopher David Hume. It targets real-time embedded systems, aiming to produce a design that is both highly abstract, yet which will still allow precise extraction of time and space execution costs. This allows programmers to guarantee the bounded time and space demands of executing programs.				
hypertalk	https://en.wikipedia.org/wiki/HyperTalk	"HyperTalk is a discontinued high-level, procedural programming language created in 1987 by Dan Winkler and used in conjunction with Apple Computer's HyperCard hypermedia program by Bill Atkinson. Because the main target audience of HyperTalk was beginning programmers, HyperTalk programmers were usually called ""authors"" and the process of writing programs was known as ""scripting"". HyperTalk scripts resembled written English and used a logical structure similar to that of the Pascal programming language."	1987		['procedural', 'event-driven']	
